Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	6507913	1.266791	19.355941
chr22	6508148	1.268085	19.356239
chr22	6508593	1.283146	19.356810
chr22	6509434	1.734839	19.358269
chr22	6511103	1.689035	19.361088
chr22	6511191	5.329545	19.361557
chr22	6511473	8.737589	19.364021
chr22	6511669	8.673469	19.365721
chr22	6512418	8.576769	19.372145
chr22	6512639	8.823529	19.374095
chr22	6513217	9.202422	19.379414
chr22	6513955	9.203252	19.386206
chr22	6514299	2.305233	19.386999
chr22	6515527	1.632736	19.389004
chr22	6516024	0.798793	19.389401
chr22	6516387	0.652893	19.389638
chr22	6517737	0.557037	19.390390
chr22	6517834	0.443299	19.390433
chr22	6518281	0.355705	19.390592
chr22	6518326	0.333333	19.390607
chr22	6519683	0.333825	19.391060
chr22	6520095	0.330097	19.391196
chr22	6520190	0.326316	19.391227
chr22	6520363	0.329480	19.391284
chr22	6520956	0.325464	19.391477
chr22	6520995	0.333333	19.391490
chr22	6521385	0.323077	19.391616
chr22	6521676	0.326460	19.391711
chr22	6522756	0.325000	19.392062
chr22	6523098	0.362573	19.392186
chr22	6523702	1.185430	19.392902
chr22	6524247	4.486239	19.395347
chr22	6525966	10.230948	19.412934
chr22	6527833	0.253348	19.413407
chr22	6531879	0.120860	19.413896
chr22	6532077	0.126263	19.413921
chr22	6534934	0.134407	19.414305
chr22	6534959	0.520000	19.414318
chr22	6535878	0.940152	19.415182
chr22	6535904	1.038462	19.415209
chr22	6536103	1.100503	19.415428
chr22	6536852	1.105474	19.416256
chr22	6539278	1.097692	19.418919
chr22	6539301	1.086957	19.418944
chr22	6539362	1.114754	19.419012
chr22	6539952	1.115254	19.419670
chr22	6540394	1.117647	19.420164
chr22	6540640	1.166667	19.420451
chr22	6540881	1.228216	19.420747
chr22	6541010	1.488372	19.420939
chr22	6541752	1.851752	19.422313
chr22	6542406	1.831804	19.423511
chr22	6542741	9.895522	19.426826
chr22	6543564	22.481166	19.445328
chr22	6543727	22.484663	19.448993
chr22	6543983	22.480469	19.454748
chr22	6544260	22.483755	19.460976
chr22	6544494	22.478632	19.466236
chr22	6544663	22.473373	19.470034
chr22	6545077	4.611111	19.471943
chr22	6545591	0.130350	19.472010
chr22	6546179	0.110544	19.472075
chr22	6546355	0.107955	19.472094
chr22	6546713	0.111732	19.472134
chr22	6546859	0.109589	19.472150
chr22	6547010	0.112583	19.472167
chr22	6547131	0.123967	19.472182
chr22	6547181	0.120000	19.472188
chr22	6547397	0.125000	19.472215
chr22	6547986	0.132428	19.472293
chr22	6548096	0.145455	19.472309
chr22	6548120	0.166667	19.472313
chr22	6549034	0.157549	19.472457
chr22	6549667	0.167457	19.472563
chr22	6549764	0.175258	19.472580
chr22	6550117	0.201133	19.472651
chr22	6550945	0.200483	19.472817
chr22	6551424	0.279749	19.472951
chr22	6552041	2.076175	19.474232
chr22	6552645	1.586093	19.475190
chr22	6553040	0.711392	19.475471
chr22	6554230	0.495798	19.476061
chr22	6554991	0.479632	19.476426
chr22	6556648	0.463488	19.477194
chr22	6556720	1.000000	19.477266
chr22	6556959	0.987448	19.477502
chr22	6557466	1.560158	19.478293
chr22	6558366	1.618889	19.479750
chr22	6558425	2.050847	19.479871
chr22	6559076	2.425499	19.481450
chr22	6559611	2.435514	19.482753
chr22	6559984	2.428954	19.483659
chr22	6560388	2.423267	19.484638
chr22	6560842	2.422907	19.485738
chr22	6561220	2.420635	19.486653
chr22	6562237	2.418879	19.489113
chr22	6563172	2.383957	19.491342
chr22	6563297	1.872000	19.491576
chr22	6563340	1.697674	19.491649
chr22	6563409	1.695652	19.491766
chr22	6563547	1.550725	19.491980
chr22	6564037	1.036735	19.492488
chr22	6564219	1.000000	19.492670
chr22	6564322	1.009709	19.492774
chr22	6564975	1.000000	19.493427
chr22	6565028	11.584906	19.494041
chr22	6566063	80.200966	19.577049
chr22	6566274	80.203791	19.593972
chr22	6566729	80.202198	19.630464
chr22	6566799	77.357143	19.635879
chr22	6567182	44.610966	19.652965
chr22	6567398	25.601852	19.658495
chr22	6567538	1.428571	19.658695
chr22	6568416	1.407745	19.659931
chr22	6568628	1.292453	19.660205
chr22	6569357	1.075446	19.660989
chr22	6569358	1.000000	19.660990
chr22	6569595	0.877637	19.661198
chr22	6570026	0.835267	19.661558
chr22	6570135	0.825688	19.661648
chr22	6571629	0.807229	19.662854
chr22	6573182	0.808757	19.664110
chr22	6574508	0.820513	19.665198
chr22	6574570	1.774194	19.665308
chr22	6576156	2.663304	19.669532
chr22	6576880	2.734807	19.671512
chr22	6576981	3.366337	19.671852
chr22	6577386	4.802469	19.673797
chr22	6577400	4.785714	19.673864
chr22	6579172	4.800790	19.682371
chr22	6579216	5.500000	19.682613
chr22	6579813	4.820771	19.685491
chr22	6579823	4.800000	19.685539
chr22	6580018	4.825641	19.686480
chr22	6580284	4.830827	19.687765
chr22	6580344	4.733333	19.688049
chr22	6580728	0.455729	19.688224
chr22	6581528	0.422500	19.688562
chr22	6581717	0.470899	19.688651
chr22	6581793	0.447368	19.688685
chr22	6581851	0.448276	19.688711
chr22	6582104	0.442688	19.688823
chr22	6582130	0.423077	19.688834
chr22	6582591	0.451193	19.689042
chr22	6582757	0.385542	19.689106
chr22	6583120	0.247934	19.689196
chr22	6583374	0.185039	19.689243
chr22	6584623	0.164131	19.689448
chr22	6585213	0.166102	19.689546
chr22	6586440	0.174409	19.689760
chr22	6586463	0.260870	19.689766
chr22	6587541	0.318182	19.690109
chr22	6588150	0.663383	19.690513
chr22	6588865	0.672727	19.690994
chr22	6588929	0.671875	19.691037
chr22	6589061	0.681818	19.691127
chr22	6590303	0.682770	19.691975
chr22	6590724	0.688836	19.692265
chr22	6591690	0.689441	19.692931
chr22	6592676	0.721095	19.693642
chr22	6592778	0.784314	19.693722
chr22	6592939	0.788820	19.693849
chr22	6592958	0.789474	19.693864
chr22	6593959	0.822178	19.694687
chr22	6595641	0.823424	19.696072
chr22	6597423	0.820988	19.697535
chr22	6597895	2.936441	19.698921
chr22	6600237	7.762596	19.717101
chr22	6600605	7.760870	19.719957
chr22	6601505	7.962222	19.727123
chr22	6602255	8.153333	19.733238
chr22	6602284	8.137931	19.733474
chr22	6603932	8.165655	19.746931
chr22	6603954	8.227273	19.747112
chr22	6604734	6.660256	19.752307
chr22	6606509	5.361127	19.761823
chr22	6607253	0.830645	19.762441
chr22	6607677	0.813679	19.762786
chr22	6611886	0.729152	19.765855
chr22	6612487	1.217970	19.766587
chr22	6612500	1.230769	19.766603
chr22	6613585	1.241475	19.767950
chr22	6613658	2.383562	19.768124
chr22	6615142	5.347035	19.776059
chr22	6615783	5.346334	19.779486
chr22	6617662	5.341671	19.789523
chr22	6618056	5.236041	19.791586
chr22	6618107	3.352941	19.791757
chr22	6619707	1.628750	19.794363
chr22	6619711	1.750000	19.794370
chr22	6620008	1.589226	19.794842
chr22	6621572	1.595269	19.797337
chr22	6622357	1.617834	19.798607
chr22	6626372	2.452055	19.808452
chr22	6626549	1.903955	19.808789
chr22	6626675	1.825397	19.809019
chr22	6627063	1.824742	19.809727
chr22	6627131	1.808824	19.809850
chr22	6627417	1.153846	19.810180
chr22	6627455	1.105263	19.810222
chr22	6628517	1.072505	19.811361
chr22	6629449	11.138412	19.821742
chr22	6630225	30.398196	19.845331
chr22	6631392	30.425878	19.880838
chr22	6631950	29.962366	19.897557
chr22	6632044	25.882979	19.899990
chr22	6632485	7.614512	19.903348
chr22	6633409	7.307359	19.910100
chr22	6633582	6.254335	19.911182
chr22	6633606	6.041667	19.911327
chr22	6634022	5.911058	19.913786
chr22	6634220	1.803030	19.914143
chr22	6634390	1.711765	19.914434
chr22	6634893	0.604374	19.914738
chr22	6635800	0.456450	19.915152
chr22	6636127	0.446483	19.915298
chr22	6636169	0.452381	19.915317
chr22	6636960	0.441214	19.915666
chr22	6638009	0.443279	19.916131
chr22	6638382	0.445040	19.916297
chr22	6638822	0.452273	19.916496
chr22	6640280	0.474623	19.917188
chr22	6640510	0.465217	19.917295
chr22	6641255	0.459060	19.917637
chr22	6641287	0.468750	19.917652
chr22	6641427	0.457143	19.917716
chr22	6641635	0.461538	19.917812
chr22	6641708	0.452055	19.917845
chr22	6642682	0.470226	19.918303
chr22	6642719	0.459459	19.918320
chr22	6643818	0.474977	19.918842
chr22	6643875	0.543860	19.918873
chr22	6643990	0.904348	19.918977
chr22	6644257	1.681648	19.919426
chr22	6644394	1.854015	19.919680
chr22	6645297	12.537099	19.931001
chr22	6645865	12.556338	19.938133
chr22	6646331	17.137339	19.946119
chr22	6646386	17.454545	19.947079
chr22	6646446	17.533333	19.948131
chr22	6646518	17.555556	19.949395
chr22	6646790	17.540441	19.954166
chr22	6646853	17.539683	19.955271
chr22	6647165	17.532051	19.960741
chr22	6647192	17.222222	19.961206
chr22	6647278	16.941860	19.962663
chr22	6647999	16.520111	19.974574
chr22	6648284	14.382456	19.978673
chr22	6648313	11.379310	19.979003
chr22	6648628	7.987302	19.981519
chr22	6649144	7.947674	19.985620
chr22	6649181	7.945946	19.985914
chr22	6649563	7.950262	19.988951
chr22	6649569	8.000000	19.988999
chr22	6649599	7.933333	19.989237
chr22	6649965	7.948087	19.992146
chr22	6650113	7.939189	19.993321
chr22	6650138	8.000000	19.993521
chr22	6650586	7.968750	19.997091
chr22	6650694	28.685185	20.000189
chr22	6650791	32.979381	20.003388
chr22	6651118	33.547401	20.014358
chr22	6651147	33.551724	20.015331
chr22	6651210	33.492063	20.017441
chr22	6651778	33.397887	20.036411
chr22	6651818	32.175000	20.037698
chr22	6652622	16.210199	20.050731
chr22	6652717	8.410526	20.051530
chr22	6652862	4.186207	20.052137
chr22	6653342	3.054167	20.053603
chr22	6653557	3.065116	20.054262
chr22	6653590	2.727273	20.054352
chr22	6653606	2.125000	20.054386
chr22	6653881	1.592727	20.054824
chr22	6656639	0.546410	20.056331
chr22	6657899	0.546825	20.057020
chr22	6659085	0.548061	20.057670
chr22	6659943	0.550117	20.058142
chr22	6659955	0.583333	20.058149
chr22	6661437	0.556680	20.058974
chr22	6661771	0.562874	20.059162
chr22	6661811	0.575000	20.059185
chr22	6661850	0.564103	20.059207
chr22	6661946	0.583333	20.059263
chr22	6662627	0.625551	20.059689
chr22	6662650	0.652174	20.059704
chr22	6662899	0.558233	20.059843
chr22	6663209	0.561290	20.060017
chr22	6663702	0.559838	20.060293
chr22	6663848	0.561644	20.060375
chr22	6664214	0.560109	20.060580
chr22	6666204	0.560302	20.061695
chr22	6666223	0.578947	20.061706
chr22	6666417	0.567010	20.061816
chr22	6666449	1.000000	20.061848
chr22	6666503	22.333333	20.063054
chr22	6666549	88.173913	20.067110
chr22	6666755	88.558252	20.085353
chr22	6667095	88.558824	20.115463
chr22	6667583	88.557377	20.158679
chr22	6667606	88.565217	20.160716
chr22	6667746	88.557143	20.173114
chr22	6668050	88.555921	20.200035
chr22	6668455	8.069136	20.203303
chr22	6668640	6.102703	20.204432
chr22	6668781	5.907801	20.205265
chr22	6669337	1.669065	20.206193
chr22	6669399	1.596774	20.206292
chr22	6669433	1.470588	20.206342
chr22	6671963	1.344269	20.209743
chr22	6671992	1.793103	20.209795
chr22	6672153	1.981366	20.210114
chr22	6672171	2.055556	20.210151
chr22	6672399	2.100877	20.210630
chr22	6672545	6.191781	20.211534
chr22	6672711	6.114458	20.212549
chr22	6672772	4.426230	20.212819
chr22	6672847	3.813333	20.213105
chr22	6673304	2.997812	20.214475
chr22	6674517	2.980214	20.218090
chr22	6674608	2.978022	20.218361
chr22	6674629	2.952381	20.218423
chr22	6675022	2.524173	20.219415
chr22	6675199	1.909605	20.219753
chr22	6675739	1.483333	20.220554
chr22	6679783	0.394659	20.222150
chr22	6683194	0.399883	20.223514
chr22	6684755	2.008328	20.226649
chr22	6685081	0.763804	20.226898
chr22	6685360	2.136201	20.227494
chr22	6685570	1.785714	20.227869
chr22	6686491	0.103149	20.227964
chr22	6686540	0.102041	20.227969
chr22	6686947	0.103194	20.228011
chr22	6687098	0.099338	20.228026
chr22	6687257	0.100629	20.228042
chr22	6687302	0.088889	20.228046
chr22	6687418	0.086207	20.228056
chr22	6688522	0.070652	20.228134
chr22	6690154	0.069240	20.228247
chr22	6690593	0.072893	20.228279
chr22	6690637	0.318182	20.228293
chr22	6690699	0.596774	20.228330
chr22	6691472	0.981889	20.229089
chr22	6691691	0.981735	20.229304
chr22	6692100	1.427873	20.229888
chr22	6692407	0.042345	20.229901
chr22	6692786	0.023747	20.229910
chr22	6693107	0.021807	20.229917
chr22	6693215	0.027778	20.229920
chr22	6693259	0.022727	20.229921
chr22	6693286	0.000000	20.229921
chr22	6693304	0.055556	20.229922
chr22	6698782	0.021723	20.230041
chr22	6700182	0.531429	20.230785
chr22	6706821	0.022142	20.230932
chr22	6709063	0.184211	20.231345
chr22	6712849	0.676175	20.233905
chr22	6713490	1.984399	20.235177
chr22	6714322	0.683894	20.235746
chr22	6718031	0.673227	20.238243
chr22	6718461	0.669767	20.238531
chr22	6719041	0.579310	20.238867
chr22	6719442	0.486284	20.239062
chr22	6719493	0.411765	20.239083
chr22	6720033	0.335185	20.239264
chr22	6720798	0.328105	20.239515
chr22	6723826	0.171070	20.240033
chr22	6723883	0.122807	20.240040
chr22	6723980	0.082474	20.240048
chr22	6724958	0.046012	20.240093
chr22	6725274	0.047468	20.240108
chr22	6726091	0.045288	20.240145
chr22	6726843	0.046543	20.240180
chr22	6727176	0.045045	20.240195
chr22	6728421	0.050602	20.240258
chr22	6728488	0.059701	20.240262
chr22	6732846	0.067003	20.240554
chr22	6733041	0.076923	20.240569
chr22	6735467	0.078318	20.240759
chr22	6735971	0.081349	20.240800
chr22	6737787	0.082048	20.240949
chr22	6739290	0.083832	20.241075
chr22	6740267	0.083930	20.241157
chr22	6741913	0.084447	20.241296
chr22	6741974	0.081967	20.241301
chr22	6742845	0.087256	20.241377
chr22	6743016	0.087719	20.241392
chr22	6745699	0.086098	20.241623
chr22	6747553	0.086839	20.241784
chr22	6752265	0.235781	20.242895
chr22	6752598	0.240240	20.242975
chr22	6752661	0.238095	20.242990
chr22	6753195	0.245318	20.243121
chr22	6753667	0.245763	20.243237
chr22	6753738	0.253521	20.243255
chr22	6753796	0.517241	20.243285
chr22	6754100	0.927632	20.243567
chr22	6755963	2.212024	20.247688
chr22	6756661	5.916905	20.251818
chr22	6758423	68.099319	20.371809
chr22	6758921	67.674699	20.405511
chr22	6759259	3.076923	20.406551
chr22	6759362	2.951456	20.406855
chr22	6759651	2.910035	20.407696
chr22	6759762	1.774775	20.407893
chr22	6759818	1.553571	20.407980
chr22	6759890	1.458333	20.408085
chr22	6760340	1.444444	20.408735
chr22	6760410	1.485714	20.408839
chr22	6760526	4.275862	20.409335
chr22	6762055	9.105298	20.423257
chr22	6762203	1.351351	20.423457
chr22	6762280	1.194805	20.423549
chr22	6762370	0.911111	20.423631
chr22	6762447	0.909091	20.423701
chr22	6762861	0.903382	20.424075
chr22	6762971	0.900000	20.424174
chr22	6763438	0.244111	20.424288
chr22	6764063	0.241600	20.424439
chr22	6764297	0.239316	20.424495
chr22	6764633	0.181548	20.424556
chr22	6766273	0.170732	20.424836
chr22	6767057	0.169643	20.424969
chr22	6767436	0.503958	20.425160
chr22	6767904	0.621795	20.425451
chr22	6767965	0.639344	20.425490
chr22	6768579	0.659609	20.425895
chr22	6768826	0.534413	20.426027
chr22	6768974	0.310811	20.426073
chr22	6770070	0.137774	20.426224
chr22	6770748	0.135693	20.426316
chr22	6770874	0.126984	20.426332
chr22	6772593	0.125073	20.426547
chr22	6772708	0.408696	20.426594
chr22	6773269	0.408200	20.426823
chr22	6774097	0.409420	20.427162
chr22	6774289	0.479167	20.427254
chr22	6775027	1.257453	20.428182
chr22	6775039	1.250000	20.428197
chr22	6776036	1.254764	20.429448
chr22	6776786	1.260000	20.430393
chr22	6776881	1.652632	20.430550
chr22	6777181	3.273333	20.431532
chr22	6777282	3.267327	20.431862
chr22	6777499	2.912442	20.432494
chr22	6779163	1.394832	20.434815
chr22	6779528	1.400000	20.435326
chr22	6781016	1.399866	20.437409
chr22	6781695	1.400589	20.438360
chr22	6783759	1.415698	20.441282
chr22	6790732	2.796501	20.460782
chr22	6792554	0.094402	20.460954
chr22	6793293	0.094723	20.461024
chr22	6794021	0.094780	20.461093
chr22	6794272	0.095618	20.461117
chr22	6795269	0.094283	20.461211
chr22	6795934	0.096241	20.461275
chr22	6796110	0.096591	20.461292
chr22	6796439	0.094225	20.461323
chr22	6796542	0.097087	20.461333
chr22	6797512	0.095876	20.461426
chr22	6797686	0.091954	20.461442
chr22	6798570	0.097285	20.461528
chr22	6801278	0.099335	20.461797
chr22	6802106	0.099034	20.461879
chr22	6802829	0.099585	20.461951
chr22	6803374	0.099083	20.462005
chr22	6809831	0.098962	20.462644
chr22	6810871	0.099038	20.462747
chr22	6811474	0.099502	20.462807
chr22	6811903	0.130536	20.462863
chr22	6812013	0.127273	20.462877
chr22	6812509	0.129032	20.462941
chr22	6812690	0.132597	20.462965
chr22	6813206	0.129845	20.463032
chr22	6813490	0.112676	20.463064
chr22	6815657	0.109829	20.463302
chr22	6816601	0.135593	20.463430
chr22	6816798	0.233503	20.463476
chr22	6818025	2.740831	20.466839
chr22	6818150	2.744000	20.467182
chr22	6818626	2.659664	20.468448
chr22	6820187	2.659833	20.472600
chr22	6831878	0.262424	20.475668
chr22	6832779	0.263041	20.475905
chr22	6832832	0.245283	20.475918
chr22	6834651	0.262232	20.476395
chr22	6837446	0.262970	20.477130
chr22	6838290	0.324645	20.477404
chr22	6840063	37.989848	20.544760
chr22	6840148	38.000000	20.547990
chr22	6843259	37.989714	20.666176
chr22	6848462	0.179512	20.667110
chr22	6848606	0.180556	20.667136
chr22	6848626	0.200000	20.667140
chr22	6849895	0.181245	20.667370
chr22	6850543	0.183642	20.667489
chr22	6851058	0.182524	20.667583
chr22	6851359	0.182724	20.667638
chr22	6851557	0.202020	20.667678
chr22	6852556	0.709710	20.668387
chr22	6852627	0.718310	20.668438
chr22	6852653	0.730769	20.668457
chr22	6853195	0.725092	20.668850
chr22	6853413	0.743119	20.669012
chr22	6854453	0.382692	20.669410
chr22	6854570	0.367521	20.669453
chr22	6855899	0.355907	20.669926
chr22	6857943	0.355186	20.670652
chr22	6858426	0.387164	20.670839
chr22	6858527	0.465347	20.670886
chr22	6859505	0.490798	20.671366
chr22	6860456	0.730810	20.672061
chr22	6861133	0.673560	20.672517
chr22	6861173	0.600000	20.672541
chr22	6862026	0.502931	20.672970
chr22	6862257	0.489177	20.673083
chr22	6862384	0.480315	20.673144
chr22	6862470	0.441860	20.673182
chr22	6863554	0.345018	20.673556
chr22	6864447	0.209406	20.673743
chr22	6864826	0.200528	20.673819
chr22	6865387	0.199643	20.673931
chr22	6865658	0.199262	20.673985
chr22	6868925	0.198347	20.674633
chr22	6869732	0.198265	20.674793
chr22	6870585	11.964830	20.684999
chr22	6871968	11.964570	20.701546
chr22	6872168	4.500000	20.702446
chr22	6872300	0.696970	20.702538
chr22	6872792	0.621951	20.702844
chr22	6873354	0.620996	20.703193
chr22	6873954	0.615000	20.703562
chr22	6874856	0.603104	20.704106
chr22	6875419	0.573712	20.704429
chr22	6875670	0.557769	20.704569
chr22	6875693	0.565217	20.704582
chr22	6877192	0.541027	20.705393
chr22	6877710	0.511583	20.705658
chr22	6878835	0.499556	20.706220
chr22	6878965	0.446154	20.706278
chr22	6879036	0.380282	20.706305
chr22	6879199	0.331288	20.706359
chr22	6879353	0.311688	20.706407
chr22	6880413	0.304717	20.706730
chr22	6881036	0.306581	20.706921
chr22	6881090	0.314815	20.706938
chr22	6881677	0.320273	20.707126
chr22	6882312	0.322835	20.707331
chr22	6883629	0.322703	20.707756
chr22	6884050	0.258907	20.707865
chr22	6884488	0.221461	20.707962
chr22	6885242	9.736074	20.715303
chr22	6885522	0.478571	20.715437
chr22	6885961	0.505695	20.715659
chr22	6886547	0.409556	20.715899
chr22	6886605	0.275862	20.715915
chr22	6887522	0.148310	20.716051
chr22	6888385	0.122827	20.716157
chr22	6888513	0.117187	20.716172
chr22	6888628	0.121739	20.716186
chr22	6889594	0.113872	20.716296
chr22	6889973	0.110818	20.716338
chr22	6890411	0.107306	20.716385
chr22	6890434	0.086957	20.716387
chr22	6890709	0.105455	20.716416
chr22	6891931	0.103110	20.716542
chr22	6891972	0.121951	20.716547
chr22	6894692	0.103309	20.716828
chr22	6895145	0.101545	20.716874
chr22	6895171	0.115385	20.716877
chr22	6895491	0.103125	20.716910
chr22	6897778	0.103629	20.717147
chr22	6898415	0.105181	20.717214
chr22	6900243	0.114333	20.717423
chr22	6901659	0.136299	20.717616
chr22	6902567	0.179515	20.717779
chr22	6906508	0.336717	20.719106
chr22	6907097	0.280136	20.719271
chr22	6907853	0.322751	20.719515
chr22	6908726	1.042383	20.720425
chr22	6910710	0.838710	20.722089
chr22	6911133	0.605201	20.722345
chr22	6912143	0.500990	20.722851
chr22	6912317	0.425287	20.722925
chr22	6912332	0.733333	20.722936
chr22	6912944	1.093137	20.723605
chr22	6913016	0.847222	20.723666
chr22	6913378	1.151934	20.724083
chr22	6913420	1.142857	20.724131
chr22	6913534	0.894737	20.724233
chr22	6913716	0.467033	20.724318
chr22	6914054	0.476331	20.724479
chr22	6914093	0.717949	20.724507
chr22	6914263	0.741176	20.724633
chr22	6915639	0.775436	20.725700
chr22	6915830	0.502618	20.725796
chr22	6916952	0.421569	20.726269
chr22	6917171	0.643836	20.726410
chr22	6918008	3.750299	20.729549
chr22	6918085	3.753247	20.729838
chr22	6918112	3.592593	20.729935
chr22	6918297	1.275676	20.730171
chr22	6918473	1.147727	20.730373
chr22	6918787	1.289809	20.730778
chr22	6919628	1.546968	20.732079
chr22	6919785	1.585987	20.732328
chr22	6920231	1.603139	20.733043
chr22	6920511	1.607143	20.733493
chr22	6921268	1.610304	20.734712
chr22	6921672	1.727723	20.735410
chr22	6922019	1.769452	20.736024
chr22	6922924	1.954696	20.737793
chr22	6923291	3.305177	20.739006
chr22	6923733	7.694570	20.742407
chr22	6926688	7.777327	20.765389
chr22	6926854	7.777108	20.766680
chr22	6926896	7.785714	20.767007
chr22	6927181	7.771930	20.769222
chr22	6928180	7.773774	20.776988
chr22	6929097	33.000000	20.807249
chr22	6929107	45.600000	20.807705
chr22	6930901	56.163880	20.908463
chr22	6930932	6.322581	20.908659
chr22	6930969	5.081081	20.908847
chr22	6931219	2.756000	20.909536
chr22	6931350	1.396947	20.909719
chr22	6932025	0.933333	20.910349
chr22	6932032	1.000000	20.910356
chr22	6932938	0.931567	20.911200
chr22	6933057	0.747899	20.911289
chr22	6933399	0.616959	20.911500
chr22	6933949	0.616364	20.911839
chr22	6934273	0.620370	20.912040
chr22	6934896	0.645265	20.912442
chr22	6935559	0.494721	20.912770
chr22	6935708	0.382550	20.912827
chr22	6936251	0.337017	20.913010
chr22	6936370	0.336134	20.913050
chr22	6937077	0.332390	20.913285
chr22	6937191	0.359649	20.913326
chr22	6937974	0.367816	20.913614
chr22	6937998	0.583333	20.913628
chr22	6938090	0.804348	20.913702
chr22	6939477	0.838500	20.914865
chr22	6939692	2.251163	20.915349
chr22	6939755	1.317460	20.915432
chr22	6939846	0.516484	20.915479
chr22	6939947	0.396040	20.915519
chr22	6939965	0.388889	20.915526
chr22	6940286	0.352025	20.915639
chr22	6940312	0.346154	20.915648
chr22	6940522	0.352381	20.915722
chr22	6940557	0.342857	20.915734
chr22	6941108	0.350272	20.915927
chr22	6941662	0.351986	20.916122
chr22	6942295	0.350711	20.916344
chr22	6942805	0.354902	20.916525
chr22	6942997	3.880208	20.917270
chr22	6943139	0.366197	20.917322
chr22	6943147	0.375000	20.917325
chr22	6943264	0.367521	20.917368
chr22	6943430	0.361446	20.917428
chr22	6944800	0.365693	20.917929
chr22	6945448	0.365741	20.918166
chr22	6945812	0.403846	20.918313
chr22	6945888	1.065789	20.918394
chr22	6946826	1.089552	20.919416
chr22	6947013	1.032086	20.919609
chr22	6947143	1.000000	20.919739
chr22	6947362	1.018265	20.919962
chr22	6947576	4.719626	20.920972
chr22	6947633	4.614035	20.921235
chr22	6948598	3.550259	20.924661
chr22	6949052	2.936123	20.925994
chr22	6949058	3.000000	20.926012
chr22	6951060	0.857642	20.927729
chr22	6951189	0.945736	20.927851
chr22	6952514	0.972830	20.929140
chr22	6953487	1.492292	20.930592
chr22	6953989	8.685259	20.934952
chr22	6955676	10.439834	20.952564
chr22	6956126	17.293333	20.960346
chr22	6956194	25.382353	20.962072
chr22	6956238	25.363636	20.963188
chr22	6956393	25.683871	20.967169
chr22	6957193	25.780000	20.987793
chr22	6958381	19.921717	21.011460
chr22	6958609	19.916667	21.016001
chr22	6959328	9.095967	21.022541
chr22	6961491	2.195562	21.027290
chr22	6963425	1.073940	21.029367
chr22	6964632	1.068766	21.030657
chr22	6964920	1.090278	21.030971
chr22	6965339	1.157518	21.031456
chr22	6965670	1.335347	21.031898
chr22	6966130	1.445652	21.032563
chr22	6966848	1.945682	21.033960
chr22	6967011	1.969325	21.034281
chr22	6967089	2.000000	21.034437
chr22	6967432	2.384840	21.035255
chr22	6967901	2.388060	21.036375
chr22	6968097	2.683673	21.036901
chr22	6969273	2.681973	21.040055
chr22	6969501	2.767544	21.040686
chr22	6969761	2.869231	21.041432
chr22	6971442	3.627603	21.047530
chr22	6971530	2.556818	21.047755
chr22	6971612	2.109756	21.047928
chr22	6972144	1.947368	21.048964
chr22	6972226	1.951220	21.049124
chr22	6972332	1.943396	21.049330
chr22	6972374	1.952381	21.049412
chr22	6972552	1.955056	21.049760
chr22	6975107	1.954207	21.054753
chr22	6975451	1.956395	21.055426
chr22	6976513	30.787194	21.088122
chr22	6976587	30.783784	21.090400
chr22	6976819	2.512931	21.090983
chr22	6977044	2.493333	21.091544
chr22	6977084	2.475000	21.091643
chr22	6977110	2.461538	21.091707
chr22	6977719	2.463054	21.093207
chr22	6977844	2.040000	21.093462
chr22	6977966	2.155738	21.093725
chr22	6978345	2.432718	21.094647
chr22	6978450	2.609524	21.094921
chr22	6978671	2.683258	21.095514
chr22	6978725	2.907407	21.095671
chr22	6978770	3.155556	21.095813
chr22	6978787	3.647059	21.095875
chr22	6978793	3.666667	21.095897
chr22	6979102	4.197411	21.097194
chr22	6979119	8.882353	21.097345
chr22	6979240	15.834711	21.099261
chr22	6979312	29.555556	21.101389
chr22	6979570	47.968992	21.113765
chr22	6979919	48.180516	21.130580
chr22	6980457	48.178439	21.156500
chr22	6980523	35.500000	21.158843
chr22	6981420	2.802676	21.161357
chr22	6981459	2.743590	21.161464
chr22	6981517	2.758621	21.161624
chr22	6981548	2.645161	21.161706
chr22	6981633	2.635294	21.161930
chr22	6981888	2.462745	21.162558
chr22	6981973	2.152941	21.162741
chr22	6982018	1.911111	21.162827
chr22	6982084	1.590909	21.162932
chr22	6982238	1.253247	21.163125
chr22	6982443	1.204878	21.163372
chr22	6982772	1.221884	21.163774
chr22	6983194	1.312796	21.164328
chr22	6983454	1.319231	21.164671
chr22	6983564	1.336364	21.164818
chr22	6983586	1.363636	21.164848
chr22	6983673	1.367816	21.164967
chr22	6983676	1.333333	21.164971
chr22	6984699	1.380254	21.166383
chr22	6985270	1.232925	21.167087
chr22	6985468	1.333333	21.167351
chr22	6985631	1.374233	21.167575
chr22	6985655	1.666667	21.167615
chr22	6985729	1.986486	21.167762
chr22	6986611	2.565760	21.170025
chr22	6986638	2.222222	21.170085
chr22	6986676	1.789474	21.170153
chr22	6986714	1.368421	21.170205
chr22	6987861	0.833479	21.171161
chr22	6988154	0.873720	21.171417
chr22	6988328	1.798851	21.171730
chr22	6988389	1.786885	21.171839
chr22	6988423	1.794118	21.171900
chr22	6988894	2.430998	21.173045
chr22	6989809	2.431694	21.175270
