Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	14080114	0.068906	34.556158
chr22	14084525	0.069372	34.556464
chr22	14084759	0.064103	34.556479
chr22	14084932	0.069364	34.556491
chr22	14085300	0.062500	34.556514
chr22	14086183	0.069083	34.556575
chr22	14086211	0.035714	34.556576
chr22	14086262	0.078431	34.556580
chr22	14088316	0.069620	34.556723
chr22	14088406	0.066667	34.556729
chr22	14089161	0.071523	34.556783
chr22	14089900	0.070365	34.556835
chr22	14090141	0.070539	34.556852
chr22	14093345	0.071161	34.557080
chr22	14094075	0.071233	34.557132
chr22	14094985	0.081319	34.557206
chr22	14096380	0.081004	34.557319
chr22	14096704	0.074074	34.557343
chr22	14096762	0.068966	34.557347
chr22	14100277	0.071408	34.557598
chr22	14101709	0.071927	34.557701
chr22	14102082	0.072386	34.557728
chr22	14102829	0.074967	34.557784
chr22	14102879	0.080000	34.557788
chr22	14103046	0.077844	34.557801
chr22	14103916	0.077011	34.557868
chr22	14105403	0.077337	34.557983
chr22	14106881	0.079838	34.558101
chr22	14107114	0.081545	34.558120
chr22	14109496	0.086482	34.558326
chr22	14110708	0.089934	34.558435
chr22	14111226	0.090734	34.558482
chr22	14111360	0.097015	34.558495
chr22	14111517	0.108280	34.558512
chr22	14113000	0.109912	34.558675
chr22	14113927	0.110032	34.558777
chr22	14113932	0.200000	34.558778
chr22	14114615	0.111274	34.558854
chr22	14114822	0.111111	34.558877
chr22	14114846	0.083333	34.558879
chr22	14116709	0.110038	34.559084
chr22	14116809	0.110000	34.559095
chr22	14118264	0.109966	34.559255
chr22	14119236	0.109053	34.559361
chr22	14120681	0.109343	34.559519
chr22	14121131	0.108889	34.559568
chr22	14124369	0.108709	34.559920
chr22	14124541	0.110465	34.559939
chr22	14125227	0.119534	34.560021
chr22	14125545	0.122642	34.560060
chr22	14125728	0.125683	34.560083
chr22	14126174	0.125561	34.560139
chr22	14127922	0.131579	34.560369
chr22	14128212	0.134483	34.560408
chr22	14128381	0.142012	34.560432
chr22	14128576	0.138462	34.560459
chr22	14128999	0.134752	34.560516
chr22	14131325	0.136715	34.560834
chr22	14132078	0.136786	34.560937
chr22	14133601	0.137229	34.561146
chr22	14134369	0.139323	34.561253
chr22	14135562	0.139145	34.561419
chr22	14137023	0.149897	34.561638
chr22	14141384	0.137125	34.562236
chr22	14141551	0.119760	34.562256
chr22	14142941	0.100000	34.562395
chr22	14143133	0.093750	34.562413
chr22	14144984	0.086440	34.562573
chr22	14146332	0.085312	34.562688
chr22	14146833	0.083832	34.562730
chr22	14146897	0.093750	34.562736
chr22	14147277	0.084211	34.562768
chr22	14147584	0.084691	34.562794
chr22	14148547	0.086189	34.562877
chr22	14154102	0.088749	34.563370
chr22	14155211	0.125338	34.563509
chr22	14155881	0.125373	34.563593
chr22	14156391	0.135294	34.563662
chr22	14157277	0.129797	34.563777
chr22	14157309	0.093750	34.563780
chr22	14157864	0.095495	34.563833
chr22	14159073	0.095947	34.563949
chr22	14159442	0.094851	34.563984
chr22	14160035	0.097808	34.564042
chr22	14160873	0.099045	34.564125
chr22	14161221	0.100575	34.564160
chr22	14162228	1.932473	34.566106
chr22	14162285	1.929825	34.566216
chr22	14163200	0.196721	34.566396
chr22	14163979	0.165597	34.566525
chr22	14165727	0.163043	34.566810
chr22	14166943	0.163651	34.567009
chr22	14167283	0.164706	34.567065
chr22	14169136	0.164598	34.567370
chr22	14170569	0.166783	34.567609
chr22	14171725	0.797578	34.568531
chr22	14171905	0.522222	34.568625
chr22	14172443	0.368030	34.568823
chr22	14172761	0.210692	34.568890
chr22	14174431	0.129940	34.569107
chr22	14175117	0.100583	34.569176
chr22	14175596	0.102296	34.569225
chr22	14175817	0.104072	34.569248
chr22	14175989	0.087209	34.569263
chr22	14176289	0.076667	34.569286
chr22	14181494	0.073775	34.569670
chr22	14184822	0.073618	34.569915
chr22	14186387	0.074121	34.570031
chr22	14186587	0.080000	34.570047
chr22	14188352	0.096317	34.570217
chr22	14188396	0.227273	34.570227
chr22	14188759	0.223140	34.570308
chr22	14189377	0.292880	34.570489
chr22	14189628	0.290837	34.570562
chr22	14189779	0.291391	34.570606
chr22	14191071	0.288700	34.570979
chr22	14191224	0.287582	34.571023
chr22	14191333	0.651376	34.571094
chr22	14191560	0.929515	34.571305
chr22	14191572	0.916667	34.571316
chr22	14191687	1.060870	34.571438
chr22	14191827	1.078571	34.571589
chr22	14192648	1.038977	34.572442
chr22	14192866	0.655963	34.572585
chr22	14194579	0.654991	34.573707
chr22	14201022	1.406022	34.582766
chr22	14204533	1.606665	34.588407
chr22	14205048	0.615534	34.588724
chr22	14209706	0.054530	34.588978
chr22	14212961	0.054378	34.589155
chr22	14212967	0.000000	34.589155
chr22	14214927	0.050000	34.589253
chr22	14215601	0.048961	34.589286
chr22	14215646	0.044444	34.589288
chr22	14215678	0.031250	34.589289
chr22	14217152	0.046133	34.589357
chr22	14217495	0.046647	34.589373
chr22	14222408	0.046000	34.589599
chr22	14224537	0.046031	34.589697
chr22	14227053	0.065183	34.589861
chr22	14227382	0.124620	34.589902
chr22	14227633	0.171315	34.589945
chr22	14227720	0.287356	34.589970
chr22	14227830	0.372727	34.590011
chr22	14228081	0.450199	34.590124
chr22	14228268	0.497326	34.590217
chr22	14230505	0.544479	34.591435
chr22	14230892	0.617571	34.591674
chr22	14234082	0.474608	34.593188
chr22	14236785	0.257122	34.593883
chr22	14237257	0.235169	34.593994
chr22	14237789	0.210526	34.594106
chr22	14238111	0.173913	34.594162
chr22	14240742	0.130749	34.594506
chr22	14241784	0.068138	34.594577
chr22	14242652	0.047235	34.594618
chr22	14243638	0.044625	34.594662
chr22	14244113	0.046316	34.594684
chr22	14244857	0.045699	34.594718
chr22	14244971	0.043860	34.594723
chr22	14245838	0.044983	34.594762
chr22	14245880	0.047619	34.594764
chr22	14246099	0.045662	34.594774
chr22	14246257	0.044304	34.594781
chr22	14246414	0.044586	34.594788
chr22	14247007	0.045531	34.594815
chr22	14247322	0.050794	34.594831
chr22	14247573	0.509960	34.594959
chr22	14248457	0.509050	34.595409
chr22	14248546	0.224719	34.595429
chr22	14249517	0.055613	34.595483
chr22	14250656	0.047410	34.595537
chr22	14257327	0.041673	34.595815
chr22	14258756	0.046186	34.595881
chr22	14259195	0.054670	34.595905
chr22	14259426	0.090909	34.595926
chr22	14259593	0.131737	34.595948
chr22	14260213	0.180645	34.596060
chr22	14260281	0.176471	34.596072
chr22	14262828	0.257558	34.596728
chr22	14263654	0.393462	34.597053
chr22	14263667	0.384615	34.597058
chr22	14264636	0.045408	34.597102
chr22	14265415	0.037227	34.597131
chr22	14265786	0.035040	34.597144
chr22	14266041	0.035294	34.597153
chr22	14266455	0.036232	34.597168
chr22	14266781	0.033742	34.597179
chr22	14266895	0.254386	34.597208
chr22	14267699	0.890547	34.597924
chr22	14269621	0.036941	34.597995
chr22	14270096	0.035789	34.598012
chr22	14272429	0.036434	34.598097
chr22	14272947	0.036680	34.598116
chr22	14276471	0.036890	34.598246
chr22	14277909	0.457580	34.598904
chr22	14279784	0.036800	34.598973
chr22	14281032	0.037660	34.599020
chr22	14281082	0.020000	34.599021
chr22	14281659	0.039861	34.599044
chr22	14281674	0.000000	34.599044
chr22	14282794	0.038393	34.599087
chr22	14284452	0.039204	34.599152
chr22	14284675	0.040359	34.599161
chr22	14285615	0.038298	34.599197
chr22	14285956	0.041056	34.599211
chr22	14286435	0.039666	34.599230
chr22	14286536	0.039604	34.599234
chr22	14286940	0.039604	34.599250
chr22	14288800	0.040323	34.599325
chr22	14290089	0.041117	34.599378
chr22	14290168	0.265823	34.599399
chr22	14291544	0.894622	34.600630
chr22	14292609	0.103286	34.600740
chr22	14293522	0.066813	34.600801
chr22	14293643	0.057851	34.600808
chr22	14293962	0.043887	34.600822
chr22	14294180	0.045872	34.600832
chr22	14294196	0.000000	34.600832
chr22	14294401	0.043902	34.600841
chr22	14295645	0.043408	34.600895
chr22	14297579	0.043433	34.600979
chr22	14297625	0.043478	34.600981
chr22	14301100	0.043741	34.601133
chr22	14303281	0.264099	34.601709
chr22	14303777	0.143145	34.601780
chr22	14305270	0.045546	34.601848
chr22	14306896	0.046125	34.601923
chr22	14306953	0.052632	34.601926
chr22	14309698	0.186885	34.602439
chr22	14309952	0.185039	34.602486
chr22	14310159	0.246377	34.602537
chr22	14310854	0.241727	34.602705
chr22	14310955	0.247525	34.602730
chr22	14311507	0.148551	34.602812
chr22	14311599	0.108696	34.602822
chr22	14311988	0.105398	34.602863
chr22	14312185	0.106599	34.602884
chr22	14315372	0.042360	34.603019
chr22	14316909	0.042941	34.603085
chr22	14317390	0.047817	34.603108
chr22	14317679	0.096886	34.603136
chr22	14317880	1.383085	34.603414
chr22	14317922	1.452381	34.603475
chr22	14318619	0.875179	34.604085
chr22	14319063	0.234234	34.604189
chr22	14319186	0.105691	34.604202
chr22	14319889	0.081081	34.604259
chr22	14320222	0.078078	34.604285
chr22	14320302	0.075000	34.604291
chr22	14320921	0.075929	34.604338
chr22	14321180	0.073359	34.604357
chr22	14321284	0.067308	34.604364
chr22	14321880	0.072148	34.604407
chr22	14321917	0.054054	34.604409
chr22	14324140	0.068826	34.604562
chr22	14324759	0.069467	34.604605
chr22	14325740	0.068298	34.604672
chr22	14327758	0.068385	34.604810
chr22	14327899	0.063830	34.604819
chr22	14327998	0.070707	34.604826
chr22	14328064	0.060606	34.604830
chr22	14328276	0.070755	34.604845
chr22	14329051	0.067097	34.604897
chr22	14333754	0.067829	34.605216
chr22	14333855	0.207921	34.605237
chr22	14334475	0.359677	34.605460
chr22	14336829	0.392099	34.606383
chr22	14337517	0.392442	34.606653
chr22	14337539	0.318182	34.606660
chr22	14338493	0.214885	34.606865
chr22	14338803	0.206452	34.606929
chr22	14341199	0.208681	34.607429
chr22	14341680	4.239085	34.609468
chr22	14341832	2.697368	34.609878
chr22	14342271	0.758542	34.610211
chr22	14342719	0.810268	34.610574
chr22	14343660	0.432519	34.610981
chr22	14344815	0.443290	34.611493
chr22	14345001	0.376344	34.611563
chr22	14346097	0.367701	34.611966
chr22	14346218	0.421488	34.612017
chr22	14346508	0.475862	34.612155
chr22	14346897	0.524422	34.612359
chr22	14347737	0.453571	34.612740
chr22	14348348	0.445172	34.613012
chr22	14348545	0.538071	34.613118
chr22	14350062	0.643375	34.614094
chr22	14350327	0.792453	34.614304
chr22	14350545	0.816514	34.614482
chr22	14350732	0.860963	34.614643
chr22	14351133	1.144638	34.615102
chr22	14351288	2.219355	34.615446
chr22	14351417	2.279070	34.615740
chr22	14352261	2.278436	34.617663
chr22	14352383	24.475410	34.620649
chr22	14352394	30.818182	34.620988
chr22	14352641	34.016194	34.629390
chr22	14352702	34.000000	34.631464
chr22	14352704	34.000000	34.631532
chr22	14353101	33.942065	34.645007
chr22	14353346	12.771429	34.648136
chr22	14353386	7.700000	34.648444
chr22	14353801	0.269880	34.648556
chr22	14354113	0.266026	34.648639
chr22	14354503	0.269231	34.648744
chr22	14357685	0.267128	34.649594
chr22	14358117	0.268519	34.649710
chr22	14358926	0.268232	34.649927
chr22	14359053	0.267717	34.649961
chr22	14359474	0.268409	34.650074
chr22	14359717	0.271605	34.650140
chr22	14360230	0.269006	34.650278
chr22	14360394	0.268293	34.650322
chr22	14363729	0.270165	34.651223
chr22	14363827	0.275510	34.651250
chr22	14364099	0.268382	34.651323
chr22	14364927	0.268116	34.651545
chr22	14365798	0.262916	34.651774
chr22	14366415	0.345219	34.651987
chr22	14366546	0.343511	34.652032
chr22	14366896	0.342857	34.652152
chr22	14367262	0.172131	34.652215
chr22	14367908	0.170279	34.652325
chr22	14370244	0.170805	34.652724
chr22	14371236	0.170363	34.652893
chr22	14372312	0.162639	34.653068
chr22	14373213	0.160932	34.653213
chr22	14374573	0.160294	34.653431
chr22	14375197	0.161859	34.653532
chr22	14376001	0.160448	34.653661
chr22	14378211	0.161538	34.654018
chr22	14379172	0.161290	34.654173
chr22	14382815	0.161405	34.654761
chr22	14384099	0.161994	34.654969
chr22	14384351	0.162698	34.655010
chr22	14384461	0.163636	34.655028
chr22	14387140	0.161254	34.655460
chr22	14387281	0.163121	34.655483
chr22	14388215	0.169165	34.655641
chr22	14389662	0.187975	34.655913
chr22	14390267	0.185124	34.656025
chr22	14390291	0.166667	34.656029
chr22	14390613	0.180124	34.656087
chr22	14391146	0.176360	34.656181
chr22	14391542	0.179293	34.656252
chr22	14391553	0.181818	34.656254
chr22	14391598	0.177778	34.656262
chr22	14391935	0.175074	34.656321
chr22	14392173	0.176471	34.656363
chr22	14392507	0.176647	34.656422
chr22	14392976	0.176972	34.656505
chr22	14393118	0.176056	34.656530
chr22	14394308	0.175630	34.656739
chr22	14394757	0.182628	34.656821
chr22	14394888	0.450382	34.656880
chr22	14395578	1.494203	34.657911
chr22	14395593	1.600000	34.657935
chr22	14397667	2.154773	34.662404
chr22	14397951	1.221831	34.662751
chr22	14398191	1.029167	34.662998
chr22	14398719	0.642045	34.663337
chr22	14399511	0.472222	34.663711
chr22	14399525	0.357143	34.663716
chr22	14399991	0.287554	34.663850
chr22	14400165	0.287356	34.663900
chr22	14405520	0.270962	34.665351
chr22	14406086	0.153710	34.665438
chr22	14407665	0.024699	34.665477
chr22	14408090	0.021176	34.665486
chr22	14409005	0.020765	34.665505
chr22	14409271	0.022556	34.665511
chr22	14409409	0.021739	34.665514
chr22	14410738	0.020316	34.665541
chr22	14411491	0.025232	34.665560
chr22	14412326	0.025150	34.665581
chr22	14413162	0.028708	34.665605
chr22	14413852	0.031884	34.665627
chr22	14414291	0.031891	34.665641
chr22	14414373	0.036585	34.665644
chr22	14414569	0.035714	34.665651
chr22	14414757	0.042553	34.665659
chr22	14415194	0.070938	34.665690
chr22	14416029	0.298204	34.665939
chr22	14416781	0.297872	34.666163
chr22	14417119	0.298817	34.666264
chr22	14417197	0.307692	34.666288
chr22	14420053	0.040616	34.666404
chr22	14420556	0.053678	34.666431
chr22	14420652	0.062500	34.666437
chr22	14421009	0.078431	34.666465
chr22	14421214	0.092683	34.666484
chr22	14421379	0.109091	34.666502
chr22	14421445	0.121212	34.666510
chr22	14421787	0.122807	34.666552
chr22	14421894	0.130841	34.666566
chr22	14422003	0.174312	34.666585
chr22	14422122	0.193277	34.666608
chr22	14422187	0.184615	34.666620
chr22	14422348	0.149068	34.666644
chr22	14424103	0.150427	34.666908
chr22	14424581	0.148536	34.666979
chr22	14425337	0.149471	34.667092
chr22	14426787	0.164138	34.667330
chr22	14427551	0.184555	34.667471
chr22	14431463	0.109663	34.667900
chr22	14433643	0.065596	34.668043
chr22	14434250	0.056013	34.668077
chr22	14435970	0.052326	34.668167
chr22	14436328	0.050279	34.668185
chr22	14436938	0.049180	34.668215
chr22	14438290	0.048817	34.668281
chr22	14438604	0.047771	34.668296
chr22	14438611	0.142857	34.668297
chr22	14440318	0.048037	34.668379
chr22	14453527	0.048603	34.669021
chr22	14453726	0.050251	34.669031
chr22	14455497	0.142292	34.669283
chr22	14456250	0.180611	34.669419
chr22	14457834	0.282197	34.669866
chr22	14459501	0.197960	34.670196
chr22	14459573	0.305556	34.670218
chr22	14460430	0.429405	34.670586
chr22	14461087	0.196347	34.670715
chr22	14461660	0.197208	34.670828
chr22	14463594	0.196484	34.671208
chr22	14463686	0.206522	34.671227
chr22	14463688	0.000000	34.671227
chr22	14465780	0.195507	34.671636
chr22	14466618	5.384248	34.676148
chr22	14466997	2.501319	34.677096
chr22	14468398	0.047109	34.677162
chr22	14469080	0.045455	34.677193
chr22	14469959	0.045506	34.677233
chr22	14470065	0.047170	34.677238
chr22	14470349	0.045775	34.677251
chr22	14470659	0.045161	34.677265
chr22	14470732	0.041096	34.677268
chr22	14470883	0.046358	34.677275
chr22	14471850	0.044467	34.677318
chr22	14472793	0.045599	34.677361
chr22	14473001	0.048077	34.677371
chr22	14473986	0.045685	34.677416
chr22	14474353	0.046322	34.677433
chr22	14474447	0.042553	34.677437
chr22	14475033	0.047782	34.677465
chr22	14475757	0.048343	34.677500
chr22	14475796	0.076923	34.677503
chr22	14476048	0.071429	34.677521
chr22	14476275	0.101322	34.677544
chr22	14476382	0.299065	34.677576
chr22	14476853	0.898089	34.677999
chr22	14476876	0.478261	34.678010
chr22	14477175	0.073579	34.678032
chr22	14477341	0.072289	34.678044
chr22	14478091	0.068000	34.678095
chr22	14478215	0.072581	34.678104
chr22	14478367	0.078947	34.678116
chr22	14478501	0.082090	34.678127
chr22	14479074	0.781850	34.678575
chr22	14479200	0.563492	34.678646
chr22	14479272	0.569444	34.678687
chr22	14479373	0.089109	34.678696
chr22	14479429	0.089286	34.678701
chr22	14479458	0.068966	34.678703
chr22	14479772	0.041401	34.678716
chr22	14482534	0.071325	34.678913
chr22	14482707	0.075145	34.678926
chr22	14483230	1.277247	34.679594
chr22	14483582	0.042614	34.679609
chr22	14483763	0.038674	34.679616
chr22	14483937	0.040230	34.679623
chr22	14484466	0.041588	34.679645
chr22	14484976	0.041176	34.679666
chr22	14485772	0.041457	34.679699
chr22	14485874	0.039216	34.679703
chr22	14485909	0.057143	34.679705
chr22	14485947	0.026316	34.679706
chr22	14486173	0.044248	34.679716
chr22	14486337	0.042683	34.679723
chr22	14487091	0.041114	34.679754
chr22	14487924	0.042017	34.679789
chr22	14488172	0.040323	34.679799
chr22	14488364	0.041667	34.679807
chr22	14488671	0.042345	34.679820
chr22	14488761	0.033333	34.679823
chr22	14489658	0.042363	34.679861
chr22	14489728	0.042857	34.679864
chr22	14491081	0.041390	34.679920
chr22	14491551	0.042553	34.679940
chr22	14491603	0.038462	34.679942
chr22	14491658	0.036364	34.679944
chr22	14491935	0.043321	34.679956
chr22	14492299	0.041209	34.679971
chr22	14492515	0.041667	34.679980
chr22	14492800	0.045614	34.679993
chr22	14493210	0.046341	34.680012
chr22	14493800	0.047458	34.680040
chr22	14494043	1.962963	34.680517
chr22	14494119	0.052632	34.680521
chr22	14495111	0.051411	34.680572
chr22	14495489	0.050265	34.680591
chr22	14496297	0.051980	34.680633
chr22	14496445	5.033784	34.681378
chr22	14496590	0.089655	34.681391
chr22	14498396	0.104651	34.681580
chr22	14501384	0.163655	34.682069
chr22	14503037	0.049607	34.682151
chr22	14503474	0.048055	34.682172
chr22	14503625	0.046358	34.682179
chr22	14503743	0.050847	34.682185
chr22	14504577	0.047962	34.682225
chr22	14505288	0.049226	34.682260
chr22	14505754	0.047210	34.682282
chr22	14505942	0.053191	34.682292
chr22	14506112	0.047059	34.682300
chr22	14506642	0.049057	34.682326
chr22	14506766	0.048387	34.682332
chr22	14507310	0.049632	34.682359
chr22	14507610	0.050000	34.682374
chr22	14507909	4.190635	34.683627
chr22	14508292	7.644909	34.686555
chr22	14509143	17.413631	34.701374
chr22	14509266	17.544715	34.703532
chr22	14509449	16.284153	34.706512
chr22	14510925	16.289295	34.730555
chr22	14511072	4.877551	34.731272
chr22	14511168	2.364583	34.731499
chr22	14512037	0.482163	34.731918
chr22	14512094	0.473684	34.731945
chr22	14512247	0.483660	34.732019
chr22	14512742	0.478788	34.732256
chr22	14513492	0.477333	34.732614
chr22	14513874	0.479058	34.732797
chr22	14514261	0.488372	34.732986
chr22	14514820	0.499106	34.733265
chr22	14514841	0.523810	34.733276
chr22	14515482	0.553822	34.733631
chr22	14516312	0.554217	34.734091
chr22	14516429	0.547009	34.734155
chr22	14516794	0.539726	34.734352
chr22	14516853	0.542373	34.734384
chr22	14517145	0.537671	34.734541
chr22	14517186	0.536585	34.734563
chr22	14517220	0.529412	34.734581
chr22	14518364	0.546329	34.735206
chr22	14519512	0.592334	34.735886
chr22	14520303	3.035398	34.738287
chr22	14520442	1.697842	34.738523
chr22	14520882	1.620455	34.739236
chr22	14520959	1.844156	34.739378
chr22	14521106	2.163265	34.739696
chr22	14521824	1.629526	34.740866
chr22	14521947	1.626016	34.741066
chr22	14522037	1.622222	34.741212
chr22	14522094	1.614035	34.741304
chr22	14522330	1.610169	34.741684
chr22	14522517	1.598930	34.741983
chr22	14522748	1.601732	34.742353
chr22	14522894	1.527397	34.742576
chr22	14523712	1.344743	34.743676
chr22	14523825	0.778761	34.743764
chr22	14524054	0.524017	34.743884
chr22	14524404	0.502857	34.744060
chr22	14524548	0.506944	34.744133
chr22	14524741	2.523316	34.744620
chr22	14524782	2.853659	34.744737
chr22	14524901	3.126050	34.745109
chr22	14525466	4.083186	34.747416
chr22	14526064	4.071906	34.749851
chr22	14526164	4.010000	34.750252
chr22	14526311	2.904762	34.750679
chr22	14526692	2.902887	34.751785
chr22	14526731	2.769231	34.751893
chr22	14527188	2.741794	34.753146
chr22	14527807	2.739903	34.754842
chr22	14528243	0.571101	34.755091
chr22	14528513	0.511111	34.755229
chr22	14529485	0.513374	34.755728
chr22	14529657	0.523256	34.755818
chr22	14530220	0.525755	34.756114
chr22	14531053	0.534214	34.756559
chr22	14532087	0.647002	34.757228
chr22	14532479	0.403061	34.757386
chr22	14533457	0.243354	34.757624
chr22	14533770	0.111821	34.757659
chr22	14534324	0.106498	34.757718
chr22	14534799	0.080000	34.757756
chr22	14535356	0.061041	34.757790
chr22	14536808	0.057163	34.757873
chr22	14536862	0.055556	34.757876
chr22	14536967	0.057143	34.757882
chr22	14537593	0.057508	34.757918
chr22	14538330	0.056988	34.757960
chr22	14538359	0.068966	34.757962
chr22	14538580	0.063348	34.757976
chr22	14538864	1.404930	34.758375
chr22	14539744	0.098864	34.758462
chr22	14539779	0.085714	34.758465
chr22	14540151	0.099462	34.758502
chr22	14540330	0.100559	34.758520
chr22	14540691	0.096953	34.758555
chr22	14541279	0.102041	34.758615
chr22	14541676	0.100756	34.758655
chr22	14542663	0.102330	34.758756
chr22	14544093	0.102098	34.758902
chr22	14544828	0.102041	34.758977
chr22	14545939	0.102610	34.759091
chr22	14545985	0.086957	34.759095
chr22	14546732	0.103079	34.759172
chr22	14548676	0.099280	34.759365
chr22	14549624	0.083333	34.759444
chr22	14550380	0.074074	34.759500
chr22	14550831	0.095344	34.759543
chr22	14551041	0.071429	34.759558
chr22	14552197	0.056228	34.759623
chr22	14552224	0.074074	34.759625
chr22	14552279	0.054545	34.759628
chr22	14553745	0.056617	34.759711
chr22	14553846	0.049505	34.759716
chr22	14554534	0.061047	34.759758
chr22	14557880	0.061267	34.759963
chr22	14559303	0.061138	34.760050
chr22	14559429	0.063492	34.760058
chr22	14562346	0.065135	34.760248
chr22	14562460	0.078947	34.760257
chr22	14562557	0.072165	34.760264
chr22	14562678	0.082645	34.760274
chr22	14562792	0.087719	34.760284
chr22	14562973	0.099448	34.760302
chr22	14563111	0.094203	34.760315
chr22	14563218	0.112150	34.760327
chr22	14563585	0.106267	34.760366
chr22	14563919	0.107784	34.760402
chr22	14564650	0.110807	34.760483
chr22	14564751	0.108911	34.760494
chr22	14565096	0.110145	34.760532
chr22	14565721	0.110400	34.760601
chr22	14565798	0.103896	34.760609
chr22	14566134	0.110119	34.760646
chr22	14566486	0.107955	34.760684
chr22	14567024	0.109665	34.760743
chr22	14568758	0.110150	34.760934
chr22	14568920	1.185185	34.761126
chr22	14569186	1.184211	34.761441
chr22	14569424	0.130252	34.761472
chr22	14569619	0.128205	34.761497
chr22	14569848	0.131004	34.761527
chr22	14569942	0.127660	34.761539
chr22	14569991	0.122449	34.761545
chr22	14570465	0.130802	34.761607
chr22	14570864	0.132832	34.761660
chr22	14571087	0.165919	34.761697
chr22	14571325	0.294118	34.761767
chr22	14571644	0.435737	34.761906
chr22	14572059	0.433735	34.762086
chr22	14572425	0.442623	34.762248
chr22	14572664	2.372385	34.762815
chr22	14573251	0.594549	34.763164
chr22	14573513	0.587786	34.763318
chr22	14573679	0.542169	34.763408
chr22	14573967	0.479167	34.763546
chr22	14574071	0.557692	34.763604
chr22	14575417	0.514116	34.764296
chr22	14575604	0.513369	34.764392
chr22	14575919	0.511111	34.764553
chr22	14576448	0.512287	34.764824
chr22	14579605	0.269560	34.765675
chr22	14579648	0.255814	34.765686
chr22	14579703	0.272727	34.765701
chr22	14579943	0.275000	34.765767
chr22	14580082	0.273381	34.765805
chr22	14580262	0.277778	34.765855
chr22	14581209	0.276663	34.766117
chr22	14582347	0.280316	34.766436
chr22	14583257	0.280220	34.766691
chr22	14583895	0.288401	34.766875
chr22	14584633	0.280488	34.767082
chr22	14586245	0.279156	34.767532
chr22	14586658	0.278450	34.767647
chr22	14587348	0.278261	34.767839
chr22	14587772	0.273585	34.767955
chr22	14588168	0.267677	34.768061
chr22	14588246	0.243590	34.768080
chr22	14589009	0.214941	34.768244
chr22	14589314	0.186885	34.768301
chr22	14590468	0.166378	34.768493
chr22	14591191	0.159059	34.768608
chr22	14593342	0.153417	34.768938
chr22	14593346	0.000000	34.768938
chr22	14593867	0.153551	34.769018
chr22	14594093	0.150442	34.769052
chr22	14595693	0.152500	34.769296
chr22	14596779	0.159300	34.769469
chr22	14597734	0.304712	34.769760
chr22	14597752	0.944444	34.769777
chr22	14598754	1.047904	34.770827
chr22	14599122	1.404891	34.771344
chr22	14599182	1.433333	34.771430
chr22	14599189	1.428571	34.771440
chr22	14600877	1.430687	34.773855
chr22	14602345	0.827657	34.775070
chr22	14602721	0.507979	34.775261
chr22	14603017	0.429054	34.775388
chr22	14604376	0.420898	34.775960
chr22	14604464	0.420455	34.775997
chr22	14604808	0.264535	34.776088
chr22	14605038	0.191304	34.776132
chr22	14608314	0.148657	34.776619
chr22	14608599	0.150877	34.776662
chr22	14608923	0.148148	34.776710
chr22	14609157	0.243590	34.776767
chr22	14609839	0.438416	34.777066
chr22	14609957	2.194915	34.777325
chr22	14610289	2.219880	34.778062
chr22	14610967	0.330383	34.778286
chr22	14611880	0.179628	34.778450
chr22	14615222	0.177439	34.779043
chr22	14615594	0.177419	34.779109
chr22	14615924	0.178788	34.779168
chr22	14616074	0.173333	34.779194
chr22	14616354	0.178571	34.779244
chr22	14618138	0.177130	34.779560
chr22	14618548	0.175610	34.779632
chr22	14619087	0.178108	34.779728
chr22	14619116	0.172414	34.779733
chr22	14619121	0.200000	34.779734
chr22	14620954	0.177305	34.780059
chr22	14620991	0.162162	34.780065
chr22	14622495	0.176197	34.780330
chr22	14622995	0.178000	34.780419
chr22	14623278	0.173145	34.780468
chr22	14623352	0.175676	34.780481
chr22	14623637	0.175439	34.780531
chr22	14624786	0.175805	34.780733
chr22	14625120	0.173653	34.780791
chr22	14626203	0.180055	34.780986
chr22	14626511	0.201299	34.781048
chr22	14626845	0.206587	34.781117
chr22	14627339	0.255061	34.781243
chr22	14627662	0.334365	34.781351
chr22	14629913	0.454020	34.782373
chr22	14630445	0.430451	34.782602
chr22	14631935	0.295973	34.783043
chr22	14632535	0.275000	34.783208
chr22	14633078	0.263352	34.783351
chr22	14636647	0.252452	34.784252
chr22	14637084	0.251716	34.784362
chr22	14637132	0.208333	34.784372
chr22	14638057	0.178378	34.784537
chr22	14639181	0.153915	34.784710
chr22	14639590	0.141809	34.784768
chr22	14640979	0.141829	34.784965
chr22	14641672	0.141414	34.785063
chr22	14644379	0.142224	34.785448
chr22	14644677	0.342282	34.785550
chr22	14644749	0.805556	34.785608
chr22	14644859	1.127273	34.785732
chr22	14645158	1.250836	34.786106
chr22	14645174	1.187500	34.786125
chr22	14645436	1.103053	34.786414
chr22	14646699	1.057007	34.787749
chr22	14647810	0.378038	34.788169
chr22	14649459	0.378411	34.788793
chr22	14649514	0.381818	34.788814
chr22	14650357	0.277580	34.789048
chr22	14650379	0.181818	34.789052
chr22	14651974	0.125392	34.789252
chr22	14653507	0.120678	34.789437
chr22	14654266	0.121212	34.789529
chr22	14655122	0.122664	34.789634
chr22	14656934	0.123620	34.789858
chr22	14658364	0.123776	34.790035
chr22	14658870	0.333992	34.790204
chr22	14659516	1.043344	34.790878
chr22	14660944	1.140056	34.792506
