Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	4624176	0.826990	13.462449
chr22	4624558	0.552356	13.462660
chr22	4624725	0.461078	13.462737
chr22	4625558	0.453782	13.463115
chr22	4625580	0.454545	13.463125
chr22	4626310	0.442466	13.463448
chr22	4626382	0.430556	13.463479
chr22	4626472	0.433333	13.463518
chr22	4626845	0.431635	13.463679
chr22	4626878	0.454545	13.463694
chr22	4627881	0.428714	13.464124
chr22	4628434	0.426763	13.464360
chr22	4629586	0.424479	13.464849
chr22	4630165	0.424870	13.465095
chr22	4630299	0.425373	13.465152
chr22	4630881	0.424399	13.465399
chr22	4631819	0.423241	13.465796
chr22	4631846	0.555556	13.465811
chr22	4631984	0.746377	13.465914
chr22	4632086	0.823529	13.465998
chr22	4632285	0.929648	13.466183
chr22	4632579	1.275510	13.466558
chr22	4633115	1.507463	13.467366
chr22	4634347	1.394481	13.469084
chr22	4637168	1.396313	13.473023
chr22	4638088	9.017391	13.481319
chr22	4638611	2.694073	13.482728
chr22	4638748	2.029197	13.483006
chr22	4640409	1.969296	13.486277
chr22	4640874	2.015054	13.487214
chr22	4640900	2.076923	13.487268
chr22	4640974	2.108108	13.487424
chr22	4641650	2.152367	13.488879
chr22	4642218	2.107394	13.490076
chr22	4643708	2.053020	13.493135
chr22	4644368	3.446970	13.495410
chr22	4644583	3.520930	13.496167
chr22	4644825	3.520661	13.497019
chr22	4645073	2.512097	13.497642
chr22	4645538	0.989247	13.498102
chr22	4647512	0.700101	13.499484
chr22	4648538	1.014620	13.500525
chr22	4649276	5.662602	13.504704
chr22	4651636	5.361441	13.517357
chr22	4652735	5.444950	13.523341
chr22	4654135	5.230000	13.530663
chr22	4654376	5.240664	13.531926
chr22	4654585	5.421053	13.533059
chr22	4655602	12.725664	13.546001
chr22	4655760	12.436709	13.547966
chr22	4655816	5.464286	13.548272
chr22	4656782	2.611801	13.550795
chr22	4657017	2.612766	13.551409
chr22	4657891	2.613272	13.553693
chr22	4661143	2.613776	13.562193
chr22	4665262	2.612527	13.572954
chr22	4669534	2.626170	13.584173
chr22	4670664	2.625664	13.587140
chr22	4672759	2.644391	13.592680
chr22	4675155	2.648164	13.599025
chr22	4675260	0.600000	13.599088
chr22	4675589	0.595745	13.599284
chr22	4675980	0.595908	13.599517
chr22	4676688	0.596045	13.599939
chr22	4677092	0.589109	13.600177
chr22	4677207	0.582609	13.600244
chr22	4677369	0.580247	13.600338
chr22	4679432	0.571983	13.601518
chr22	4679519	0.574713	13.601568
chr22	4680217	0.571633	13.601967
chr22	4680251	0.558824	13.601986
chr22	4680378	0.574803	13.602059
chr22	4680632	0.574803	13.602205
chr22	4680852	0.572727	13.602331
chr22	4681310	0.572052	13.602593
chr22	4682314	0.573705	13.603169
chr22	4682507	0.575130	13.603280
chr22	4682991	0.605372	13.603573
chr22	4683196	0.702439	13.603717
chr22	4683295	0.979798	13.603814
chr22	4684661	1.399707	13.605726
chr22	4684718	6.736842	13.606110
chr22	4685551	7.767107	13.612580
chr22	4685707	7.711538	13.613783
chr22	4686514	6.697646	13.619188
chr22	4686895	6.692913	13.621738
chr22	4687126	6.632035	13.623270
chr22	4688713	5.666667	13.632263
chr22	4688759	5.065217	13.632496
chr22	4689236	4.534591	13.634659
chr22	4689418	4.565934	13.635490
chr22	4689474	4.428571	13.635738
chr22	4689546	4.263889	13.636045
chr22	4690665	4.139410	13.640677
chr22	4690968	4.125413	13.641927
chr22	4692201	4.242498	13.647158
chr22	4693113	6.427632	13.653020
chr22	4693339	1.973451	13.653466
chr22	4694063	0.959945	13.654161
chr22	4694208	0.924138	13.654295
chr22	4694388	0.916667	13.654460
chr22	4694559	0.912281	13.654616
chr22	4694584	0.920000	13.654639
chr22	4694701	0.905983	13.654745
chr22	4694703	0.500000	13.654746
chr22	4695513	0.886420	13.655464
chr22	4695812	0.909699	13.655736
chr22	4697354	8.208820	13.668394
chr22	4698626	8.208333	13.678835
chr22	4700552	8.216511	13.694660
chr22	4701211	9.197269	13.700721
chr22	4701706	12.246465	13.706783
chr22	4702350	49.812112	13.738862
chr22	4702781	49.814385	13.760332
chr22	4702964	49.808743	13.769447
chr22	4703120	49.628205	13.777189
chr22	4703275	9.529032	13.778666
chr22	4703380	7.561905	13.779460
chr22	4703473	4.053763	13.779837
chr22	4703569	3.614583	13.780184
chr22	4703957	3.528351	13.781553
chr22	4704957	2.946000	13.784499
chr22	4705718	2.963206	13.786754
chr22	4705865	4.734694	13.787450
chr22	4706310	4.889888	13.789626
chr22	4707112	20.562344	13.806117
chr22	4707388	56.539855	13.821722
chr22	4707861	60.780127	13.850471
chr22	4708130	60.780669	13.866821
chr22	4708318	60.781915	13.878248
chr22	4708979	36.338880	13.902268
chr22	4709490	36.187867	13.920760
chr22	4709743	3.177866	13.921564
chr22	4709852	2.293578	13.921814
chr22	4709986	1.395522	13.922001
chr22	4710445	0.967320	13.922445
chr22	4711767	0.338124	13.922892
chr22	4713174	0.390192	13.923441
chr22	4713176	0.500000	13.923442
chr22	4713379	1.078818	13.923661
chr22	4713463	1.095238	13.923753
chr22	4713599	1.110294	13.923904
chr22	4713632	1.121212	13.923941
chr22	4713851	1.132420	13.924189
chr22	4714227	1.047872	13.924583
chr22	4714698	0.295117	13.924722
chr22	4715061	0.294766	13.924829
chr22	4715580	0.294798	13.924982
chr22	4715636	0.285714	13.924998
chr22	4715947	0.295820	13.925090
chr22	4716476	0.293006	13.925245
chr22	4716479	0.333333	13.925246
chr22	4716688	0.291866	13.925307
chr22	4716871	0.284153	13.925359
chr22	4716907	0.388889	13.925373
chr22	4717262	0.684507	13.925616
chr22	4717456	1.010309	13.925812
chr22	4717769	2.555911	13.926612
chr22	4717816	1.829787	13.926698
chr22	4718061	1.412245	13.927044
chr22	4718104	0.837209	13.927080
chr22	4719176	0.573694	13.927695
chr22	4719344	0.136905	13.927718
chr22	4719407	0.079365	13.927723
chr22	4719449	0.071429	13.927726
chr22	4722741	0.048299	13.927885
chr22	4722964	0.080717	13.927903
chr22	4725883	0.286742	13.928740
chr22	4728075	0.049270	13.928848
chr22	4729789	0.053676	13.928940
chr22	4730559	0.066234	13.928991
chr22	4730670	0.594595	13.929057
chr22	4730877	0.676329	13.929197
chr22	4731022	0.675862	13.929295
chr22	4731109	0.574713	13.929345
chr22	4731142	0.363636	13.929357
chr22	4731248	0.216981	13.929380
chr22	4731359	0.162162	13.929398
chr22	4731377	0.111111	13.929400
chr22	4731389	0.166667	13.929402
chr22	4731547	0.082278	13.929415
chr22	4731591	0.090909	13.929419
chr22	4732440	0.069494	13.929478
chr22	4732478	0.315789	13.929490
chr22	4732958	0.620833	13.929788
chr22	4733135	0.858757	13.929940
chr22	4734585	1.549655	13.932187
chr22	4734712	0.480315	13.932248
chr22	4735080	0.312500	13.932363
chr22	4735345	0.271698	13.932435
chr22	4735507	0.203704	13.932468
chr22	4737751	0.163993	13.932836
chr22	4738275	0.162214	13.932921
chr22	4739261	0.163286	13.933082
chr22	4739343	0.158537	13.933095
chr22	4739356	0.153846	13.933097
chr22	4739582	0.163717	13.933134
chr22	4740775	0.162615	13.933328
chr22	4741215	3.770455	13.934987
chr22	4741304	0.898876	13.935067
chr22	4741392	0.852273	13.935142
chr22	4741638	0.853659	13.935352
chr22	4741710	0.875000	13.935415
chr22	4741723	1.307692	13.935432
chr22	4742080	1.773109	13.936065
chr22	4742236	2.115385	13.936395
chr22	4742282	0.782609	13.936431
chr22	4742705	0.751773	13.936749
chr22	4742937	0.685345	13.936908
chr22	4743859	0.678959	13.937534
chr22	4744158	2.314381	13.938226
chr22	4744291	3.300752	13.938665
chr22	4745464	1.260870	13.940144
chr22	4745609	0.820690	13.940263
chr22	4746387	0.665810	13.940781
chr22	4746704	0.252366	13.940861
chr22	4747284	0.179310	13.940965
chr22	4747495	0.208531	13.941009
chr22	4747618	0.227642	13.941037
chr22	4748696	0.222635	13.941277
chr22	4749032	0.258929	13.941364
chr22	4749289	0.206226	13.941417
chr22	4750419	0.207080	13.941651
chr22	4750778	0.222841	13.941731
chr22	4751293	0.256311	13.941863
chr22	4751336	0.279070	13.941875
chr22	4751362	0.307692	13.941883
chr22	4751487	0.328000	13.941924
chr22	4751940	0.392936	13.942102
chr22	4752179	0.422594	13.942203
chr22	4752467	0.451389	13.942333
chr22	4752770	0.475248	13.942477
chr22	4753464	0.517291	13.942836
chr22	4754187	0.515906	13.943209
chr22	4754357	0.564706	13.943305
chr22	4754543	0.564516	13.943410
chr22	4754794	0.565737	13.943552
chr22	4755327	0.570356	13.943856
chr22	4755915	0.571429	13.944192
chr22	4756050	2.266667	13.944498
chr22	4756509	5.821351	13.947170
chr22	4756691	6.423077	13.948339
chr22	4756880	6.513228	13.949570
chr22	4757336	6.513158	13.952540
chr22	4757364	6.500000	13.952722
chr22	4757485	6.479339	13.953506
chr22	4757661	6.380682	13.954629
chr22	4757723	6.080645	13.955006
chr22	4757797	6.027027	13.955452
chr22	4758957	3.467241	13.959474
chr22	4759039	3.487805	13.959760
chr22	4759396	21.669468	13.967496
chr22	4759413	14.882353	13.967749
chr22	4759748	2.988060	13.968750
chr22	4762577	2.988689	13.977205
chr22	4762701	4.185484	13.977724
chr22	4762736	4.657143	13.977887
chr22	4762869	5.015038	13.978554
chr22	4763084	5.125581	13.979656
chr22	4763093	4.444444	13.979696
chr22	4763108	3.733333	13.979752
chr22	4763299	2.628272	13.980254
chr22	4763904	1.299174	13.981040
chr22	4764629	1.547586	13.982162
chr22	4764682	1.660377	13.982250
chr22	4765309	1.778309	13.983365
chr22	4766197	5.864865	13.988573
chr22	4766205	9.750000	13.988651
chr22	4767218	9.820336	13.998599
chr22	4767346	9.187500	13.999775
chr22	4767976	2.207937	14.001166
chr22	4768183	1.705314	14.001519
chr22	4768282	1.040404	14.001622
chr22	4769374	0.930403	14.002638
chr22	4769834	0.923913	14.003063
chr22	4769897	0.904762	14.003120
chr22	4770364	0.899358	14.003540
chr22	4770440	0.894737	14.003608
chr22	4771336	0.869420	14.004387
chr22	4771738	0.870647	14.004737
chr22	4772187	0.866370	14.005126
chr22	4773500	0.859863	14.006255
chr22	4773597	0.865979	14.006339
chr22	4773997	0.847500	14.006678
chr22	4774171	0.844828	14.006825
chr22	4774685	0.850195	14.007262
chr22	4775639	0.848008	14.008071
chr22	4776387	0.927807	14.008765
chr22	4777628	1.178082	14.010227
chr22	4777740	1.267857	14.010369
chr22	4778370	1.384127	14.011241
chr22	4778517	4.040816	14.011835
chr22	4778754	4.265823	14.012846
chr22	4778895	5.319149	14.013596
chr22	4779537	5.355140	14.017034
chr22	4779569	14.812500	14.017508
chr22	4779609	16.700000	14.018176
chr22	4779700	17.043956	14.019727
chr22	4779718	16.833333	14.020030
chr22	4779774	15.696429	14.020909
chr22	4779989	12.218605	14.023536
chr22	4780947	7.992693	14.031193
chr22	4781198	7.844622	14.033162
chr22	4781984	2.814249	14.035374
chr22	4782034	2.720000	14.035510
chr22	4782083	2.612245	14.035638
chr22	4782100	2.352941	14.035678
chr22	4783952	2.034017	14.039445
chr22	4785315	2.018342	14.042196
chr22	4785346	2.354839	14.042269
chr22	4785359	2.384615	14.042300
chr22	4785405	2.739130	14.042426
chr22	4785866	3.143167	14.043875
chr22	4785911	3.488889	14.044032
chr22	4786196	3.954386	14.045159
chr22	4786367	4.035088	14.045849
chr22	4786493	4.039683	14.046358
chr22	4786639	3.958904	14.046936
chr22	4786710	3.943662	14.047216
chr22	4787019	3.902913	14.048422
chr22	4787035	3.875000	14.048484
chr22	4787232	3.126904	14.049100
chr22	4787677	2.507865	14.050216
chr22	4787696	2.473684	14.050263
chr22	4787724	2.392857	14.050330
chr22	4788084	2.377778	14.051186
chr22	4788130	4.934783	14.051413
chr22	4788171	7.414634	14.051717
chr22	4788715	9.104779	14.056670
chr22	4789865	9.688696	14.067812
chr22	4789930	9.430769	14.068425
chr22	4790149	9.269406	14.070455
chr22	4790574	8.465882	14.074053
chr22	4790836	8.469466	14.076272
chr22	4790868	7.125000	14.076500
chr22	4791074	5.538835	14.077641
chr22	4791190	5.146552	14.078238
chr22	4791238	2.937500	14.078379
chr22	4791360	0.868852	14.078485
chr22	4791999	0.868545	14.079040
chr22	4792188	0.984127	14.079226
chr22	4792416	1.048246	14.079465
chr22	4792559	1.055944	14.079616
chr22	4793301	1.064690	14.080406
chr22	4793511	1.066667	14.080630
chr22	4793678	3.251497	14.081173
chr22	4793810	3.537879	14.081640
chr22	4794228	5.064593	14.083757
chr22	4794243	5.333333	14.083837
chr22	4794989	5.644772	14.088048
chr22	4795152	12.460123	14.090079
chr22	4795498	19.852601	14.096948
chr22	4795618	19.858333	14.099331
chr22	4795626	19.875000	14.099490
chr22	4795703	19.844156	14.101018
chr22	4795821	18.127119	14.103157
chr22	4796672	5.799060	14.108092
chr22	4797284	4.936275	14.111113
chr22	4797409	2.616000	14.111440
chr22	4797840	1.969838	14.112289
chr22	4798452	1.756536	14.113364
chr22	4798628	1.573864	14.113641
chr22	4798942	1.570064	14.114134
chr22	4799322	1.505263	14.114706
chr22	4800521	1.680567	14.116721
chr22	4802986	2.454767	14.122772
chr22	4805281	5.622222	14.135675
chr22	4811846	11.024372	14.208050
chr22	4813678	11.030022	14.228257
chr22	4815346	9.383693	14.243909
chr22	4816293	8.959873	14.252394
chr22	4817968	8.965373	14.267411
chr22	4818545	8.904679	14.272549
chr22	4820603	8.797862	14.290655
chr22	4821622	8.717370	14.299538
chr22	4822040	8.698565	14.303174
chr22	4826400	8.710321	14.341151
chr22	4827334	12.891863	14.353192
chr22	4827547	13.375587	14.356041
chr22	4830412	13.453054	14.394584
chr22	4833623	13.486141	14.437888
chr22	4834338	13.485315	14.447530
chr22	4835245	13.671444	14.459930
chr22	4835320	13.666667	14.460955
chr22	4835338	13.666667	14.461201
chr22	4835415	13.675325	14.462254
chr22	4836440	13.671220	14.476267
chr22	4837063	7.407705	14.480882
chr22	4837159	7.145833	14.481568
chr22	4837321	5.561728	14.482469
chr22	4838270	0.708114	14.483141
chr22	4838789	0.637765	14.483472
chr22	4840270	0.641458	14.484422
chr22	4840591	0.788162	14.484675
chr22	4840853	0.904580	14.484912
chr22	4841889	0.972973	14.485920
chr22	4842871	1.064155	14.486965
chr22	4843370	1.066132	14.487497
chr22	4843609	1.184100	14.487780
chr22	4843887	1.643885	14.488237
chr22	4844197	1.816129	14.488800
chr22	4844291	2.457447	14.489031
chr22	4845425	2.770723	14.492173
chr22	4845554	2.899225	14.492547
chr22	4845609	2.672727	14.492694
chr22	4847010	2.486081	14.496177
chr22	4847182	2.581395	14.496621
chr22	4847201	2.578947	14.496670
chr22	4847211	2.400000	14.496694
chr22	4847486	2.316364	14.497331
chr22	4848165	2.263623	14.498868
chr22	4849494	2.181339	14.501767
chr22	4850548	2.114801	14.503996
chr22	4851842	2.113601	14.506731
chr22	4851901	2.118644	14.506856
chr22	4851970	1.405797	14.506953
chr22	4853198	0.787459	14.507920
chr22	4853932	0.760218	14.508478
chr22	4854682	0.729333	14.509025
chr22	4854866	0.706522	14.509155
chr22	4855678	0.687192	14.509713
chr22	4855759	0.753086	14.509774
chr22	4855880	1.148760	14.509913
chr22	4856089	4.358852	14.510824
chr22	4856160	3.169014	14.511049
chr22	4856192	1.875000	14.511109
chr22	4856744	0.603261	14.511442
chr22	4858000	0.574841	14.512164
chr22	4859467	0.570552	14.513001
chr22	4860658	0.569270	14.513679
chr22	4861939	0.562061	14.514399
chr22	4862479	0.562963	14.514703
chr22	4862510	0.645161	14.514723
chr22	4862642	2.878788	14.515103
chr22	4862694	2.903846	14.515254
chr22	4863233	2.909091	14.516822
chr22	4863786	2.909584	14.518431
chr22	4863943	2.910828	14.518888
chr22	4864570	2.915470	14.520716
chr22	4864717	2.897959	14.521142
chr22	4864946	2.860262	14.521797
chr22	4865181	2.761702	14.522446
chr22	4866404	1.006541	14.523677
chr22	4867912	0.946950	14.525105
chr22	4868291	0.944591	14.525463
chr22	4868309	0.944444	14.525480
chr22	4868419	0.936364	14.525583
chr22	4869330	0.938529	14.526438
chr22	4869790	0.941304	14.526871
chr22	4870044	0.952756	14.527113
chr22	4870162	0.949153	14.527225
chr22	4870393	0.965368	14.527448
chr22	4870770	0.976127	14.527816
chr22	4870997	0.982379	14.528039
chr22	4871722	0.983448	14.528752
chr22	4871725	1.000000	14.528755
chr22	4871964	0.987448	14.528991
chr22	4872061	0.989691	14.529087
chr22	4872886	0.993939	14.529907
chr22	4873619	1.882674	14.531287
chr22	4874296	2.404727	14.532915
chr22	4874942	8.739938	14.538561
chr22	4876009	8.962512	14.548124
chr22	4876430	9.076010	14.551945
chr22	4876825	14.118987	14.557522
chr22	4878673	14.119589	14.583615
chr22	4878783	13.990909	14.585154
chr22	4878981	13.989899	14.587924
chr22	4879297	3.050633	14.588888
chr22	4879837	2.509259	14.590243
chr22	4879927	1.811111	14.590406
chr22	4880308	1.320210	14.590909
chr22	4880965	1.283105	14.591752
chr22	4881960	1.276382	14.593022
chr22	4882222	1.274809	14.593356
chr22	4883553	1.270473	14.595047
chr22	4883727	1.172414	14.595251
chr22	4883803	1.052632	14.595331
chr22	4884978	0.961702	14.596461
chr22	4885793	0.965644	14.597248
chr22	4885829	0.972222	14.597283
chr22	4886490	0.984871	14.597934
chr22	4887670	1.970339	14.600259
chr22	4887784	11.587719	14.601580
chr22	4887900	12.629310	14.603045
chr22	4889609	12.632534	14.624634
chr22	4889893	12.559859	14.628201
chr22	4890548	12.335878	14.636281
chr22	4891536	0.295547	14.636573
chr22	4891759	0.269058	14.636633
chr22	4892463	0.237216	14.636800
chr22	4893045	0.211340	14.636923
chr22	4894220	0.154894	14.637105
chr22	4895761	0.187541	14.637394
chr22	4895803	0.166667	14.637401
chr22	4896214	0.153285	14.637464
chr22	4896888	0.151335	14.637566
chr22	4897053	0.151515	14.637591
chr22	4898896	0.150298	14.637868
chr22	4899088	0.140625	14.637895
chr22	4899842	0.135279	14.637997
chr22	4899888	0.152174	14.638004
chr22	4900087	0.145729	14.638033
chr22	4900964	0.145952	14.638161
chr22	4901346	0.759162	14.638451
chr22	4902768	0.563291	14.639252
chr22	4903042	0.281022	14.639329
chr22	4906003	0.186424	14.639881
chr22	4906616	0.128874	14.639960
chr22	4906679	0.111111	14.639967
chr22	4906841	0.111111	14.639985
chr22	4908569	0.104745	14.640166
chr22	4909158	0.105263	14.640228
chr22	4909220	0.112903	14.640235
chr22	4910467	0.105052	14.640366
chr22	4910521	0.092593	14.640371
chr22	4910589	0.102941	14.640378
chr22	4912543	0.105425	14.640584
chr22	4914530	0.105184	14.640793
chr22	4914720	0.105263	14.640813
chr22	4914872	0.105263	14.640829
chr22	4916496	0.106527	14.641002
chr22	4917363	0.435986	14.641380
chr22	4917985	0.556270	14.641726
chr22	4918661	0.900888	14.642335
chr22	4920042	3.417813	14.647055
chr22	4920050	3.375000	14.647082
chr22	4923286	1.559642	14.652129
chr22	4926855	1.898571	14.658905
chr22	4927354	1.138277	14.659473
chr22	4927713	1.038997	14.659846
chr22	4927830	1.017094	14.659965
chr22	4927886	1.017857	14.660022
chr22	4930019	0.992968	14.662140
chr22	4930068	1.020408	14.662190
chr22	4930605	1.059590	14.662759
chr22	4931113	1.061024	14.663298
chr22	4931116	3.333333	14.663308
chr22	4931592	5.352941	14.665856
chr22	4931668	15.394737	14.667026
chr22	4935481	15.395751	14.725730
chr22	4936110	15.516693	14.735490
chr22	4936526	15.516827	14.741945
chr22	4940555	15.526930	14.804503
chr22	4941147	15.525338	14.813694
chr22	4942474	15.525245	14.834296
chr22	4948248	1.084517	14.840558
chr22	4952923	1.073369	14.845576
chr22	4957700	0.724304	14.849036
chr22	4959552	0.791577	14.850502
chr22	4961652	1.470000	14.853589
chr22	4967355	1.469051	14.861967
chr22	4967393	1.842105	14.862037
chr22	4968002	2.239737	14.863401
chr22	4970113	1.744197	14.867083
chr22	4970721	0.309211	14.867271
chr22	4971502	0.138284	14.867379
chr22	4972509	0.130089	14.867510
chr22	4973456	0.129884	14.867633
chr22	4974106	0.181538	14.867751
chr22	4974781	0.400000	14.868021
chr22	4975407	0.407348	14.868276
chr22	4975805	0.464824	14.868461
chr22	4976403	1.789298	14.869531
chr22	4977465	2.391714	14.872071
chr22	4977788	2.275542	14.872806
chr22	4978626	0.980907	14.873628
chr22	4979886	0.646825	14.874443
chr22	4980505	0.609047	14.874820
chr22	4980740	0.642553	14.874971
chr22	4980952	1.542453	14.875298
chr22	4984381	0.588510	14.877316
chr22	4984984	0.562189	14.877655
chr22	4986033	0.561487	14.878244
chr22	4994462	0.572429	14.883069
chr22	4998974	0.627660	14.885901
chr22	5000780	0.633998	14.887046
chr22	5001337	1.786355	14.888041
chr22	5003027	1.955030	14.891345
chr22	5011553	2.068144	14.908978
chr22	5013626	2.432224	14.914020
chr22	5013685	2.423729	14.914163
chr22	5014479	2.429471	14.916092
chr22	5014699	2.427273	14.916626
chr22	5015274	2.422609	14.918019
chr22	5016487	2.398186	14.920928
chr22	5016926	2.375854	14.921971
chr22	5019147	2.325529	14.927136
chr22	5019716	2.342707	14.928469
chr22	5020237	2.439539	14.929740
chr22	5021144	2.593164	14.932092
chr22	5021262	2.627119	14.932402
chr22	5021437	4.600000	14.933207
chr22	5021500	4.666667	14.933501
chr22	5021683	4.721311	14.934365
chr22	5021695	3.583333	14.934408
chr22	5022052	2.316527	14.935235
chr22	5024034	2.280525	14.939755
chr22	5024237	4.054187	14.940578
chr22	5024928	4.189580	14.943473
chr22	5033341	13.153334	15.054132
chr22	5034786	4.665052	15.060873
chr22	5037432	3.302343	15.069611
chr22	5037774	1.880117	15.070254
chr22	5039481	0.723492	15.071489
chr22	5039659	0.758427	15.071624
chr22	5039792	0.796992	15.071730
chr22	5040041	0.751004	15.071917
chr22	5040052	3.363636	15.071954
chr22	5041429	8.410312	15.083535
chr22	5041677	8.411290	15.085621
chr22	5042015	8.428994	15.088470
chr22	5042089	8.500000	15.089099
chr22	5043706	8.565244	15.102949
chr22	5043873	11.449102	15.104861
chr22	5044402	11.491493	15.110940
chr22	5045265	0.776362	15.111610
chr22	5046316	0.775452	15.112425
chr22	5046930	0.776873	15.112902
chr22	5050869	0.773800	15.115950
chr22	5051238	0.766938	15.116233
chr22	5051253	0.800000	15.116245
chr22	5053359	0.760684	15.117847
chr22	5053808	0.786192	15.118200
chr22	5053982	0.856322	15.118349
chr22	5054455	0.894292	15.118772
chr22	5054570	0.973913	15.118884
chr22	5054694	1.266129	15.119041
chr22	5055138	1.304054	15.119620
chr22	5056899	0.689949	15.120835
chr22	5057317	0.208134	15.120922
chr22	5058061	0.201613	15.121072
chr22	5058499	0.200913	15.121160
chr22	5058791	0.205479	15.121220
chr22	5058969	0.213483	15.121258
chr22	5059269	0.293333	15.121346
chr22	5060924	0.487009	15.122152
chr22	5061017	0.430108	15.122192
chr22	5061789	0.138601	15.122299
chr22	5062452	0.007541	15.122304
chr22	5064049	0.003757	15.122310
chr22	5067930	0.003607	15.122324
chr22	5069133	0.004156	15.122329
chr22	5069714	0.003442	15.122331
chr22	5070795	0.002775	15.122334
chr22	5071029	0.004274	15.122335
chr22	5071542	0.003899	15.122337
chr22	5072721	0.003393	15.122341
chr22	5072844	0.000000	15.122341
chr22	5072933	0.000000	15.122341
chr22	5073837	0.004425	15.122345
chr22	5074421	0.001712	15.122346
chr22	5074601	0.005556	15.122347
chr22	5075381	0.003846	15.122350
chr22	5075712	0.003021	15.122351
chr22	5075777	0.000000	15.122351
chr22	5076226	0.004454	15.122353
chr22	5076575	0.002865	15.122354
chr22	5076663	0.000000	15.122354
chr22	5076762	13.010101	15.123642
chr22	5077077	13.003175	15.127738
chr22	5077414	0.765579	15.127996
chr22	5077437	0.913043	15.128017
chr22	5080341	1.053375	15.131076
chr22	5080682	1.049853	15.131434
chr22	5081937	1.077291	15.132786
chr22	5081948	1.181818	15.132799
chr22	5082444	1.312500	15.133450
chr22	5086915	1.312905	15.139320
chr22	5086939	1.250000	15.139350
chr22	5088179	1.200000	15.140838
chr22	5089494	1.099620	15.142284
chr22	5092828	0.813737	15.144997
chr22	5093564	0.812500	15.145595
chr22	5094474	0.814286	15.146336
chr22	5094524	0.820000	15.146377
chr22	5095048	0.812977	15.146803
chr22	5095098	0.820000	15.146844
chr22	5095137	0.820513	15.146876
chr22	5095212	0.813333	15.146937
chr22	5095224	0.833333	15.146947
chr22	5095321	0.824742	15.147027
chr22	5095360	0.846154	15.147060
chr22	5095595	0.829787	15.147255
chr22	5095771	0.835227	15.147402
chr22	5096470	0.838340	15.147988
chr22	5096703	0.841202	15.148184
chr22	5096925	0.842342	15.148371
chr22	5097297	0.841398	15.148684
chr22	5097305	0.875000	15.148691
chr22	5097976	0.849478	15.149261
chr22	5098065	0.842697	15.149336
chr22	5098391	0.852761	15.149614
chr22	5098410	0.842105	15.149630
chr22	5098441	0.838710	15.149656
chr22	5098749	0.853896	15.149919
chr22	5098802	0.867925	15.149965
chr22	5098993	0.853403	15.150128
chr22	5099516	0.858509	15.150577
chr22	5109122	0.863419	15.158871
chr22	5109512	0.948718	15.159241
chr22	5109789	2.736462	15.159999
chr22	5114505	2.741942	15.172930
chr22	5114584	10.797468	15.173783
chr22	5115036	10.789823	15.178660
chr22	5115047	30.909091	15.179000
chr22	5116199	33.370660	15.217443
chr22	5120130	33.371152	15.348625
chr22	5120411	0.067616	15.348644
chr22	5121536	0.067556	15.348720
chr22	5123060	0.066929	15.348822
chr22	5123615	0.162162	15.348912
chr22	5125280	0.374775	15.349536
chr22	5125619	0.374631	15.349663
chr22	5126003	0.083333	15.349695
chr22	5126387	0.049479	15.349714
chr22	5128299	0.050732	15.349811
chr22	5129356	0.051088	15.349865
chr22	5129870	0.050584	15.349891
chr22	5130012	0.049296	15.349898
chr22	5130141	0.046512	15.349904
chr22	5130157	0.062500	15.349905
chr22	5131465	0.050459	15.349971
chr22	5131809	0.052326	15.349989
chr22	5131848	0.051282	15.349991
chr22	5132021	0.052023	15.350000
chr22	5132895	0.050343	15.350044
chr22	5133410	0.050485	15.350070
chr22	5135968	0.050821	15.350200
chr22	5136262	0.051020	15.350215
chr22	5137905	0.050517	15.350298
chr22	5138512	0.051071	15.350329
chr22	5138562	0.040000	15.350331
chr22	5138590	0.071429	15.350333
chr22	5139680	0.050459	15.350388
chr22	5140379	0.051502	15.350424
chr22	5141177	0.057644	15.350470
chr22	5141763	0.085324	15.350520
chr22	5143126	0.102715	15.350660
chr22	5143210	0.166667	15.350674
chr22	5143287	0.285714	15.350696
chr22	5143562	0.356364	15.350794
chr22	5144317	0.103311	15.350872
chr22	5145308	0.100908	15.350972
chr22	5145335	0.111111	15.350975
chr22	5145681	0.106936	15.351012
chr22	5146631	0.101053	15.351108
chr22	5148597	0.099695	15.351304
chr22	5149713	0.098566	15.351414
chr22	5149775	0.096774	15.351420
chr22	5149867	0.097826	15.351429
chr22	5149921	0.111111	15.351435
chr22	5150051	0.092308	15.351447
chr22	5150634	0.097770	15.351504
chr22	5150716	0.085366	15.351511
chr22	5151040	0.095679	15.351542
chr22	5151920	0.095455	15.351626
chr22	5152048	0.101562	15.351639
chr22	5152613	0.093805	15.351692
chr22	5152790	0.096045	15.351709
chr22	5153222	0.097222	15.351751
chr22	5153745	0.095602	15.351801
chr22	5154905	0.094828	15.351911
chr22	5154912	0.000000	15.351911
chr22	5158354	0.095003	15.352238
chr22	5158729	0.101333	15.352276
chr22	5160294	0.141214	15.352497
chr22	5160469	0.148571	15.352523
chr22	5160829	0.958333	15.352868
chr22	5161160	0.984894	15.353194
chr22	5161251	0.164835	15.353209
chr22	5163184	0.160890	15.353520
chr22	5163263	0.354430	15.353548
chr22	5163797	0.280899	15.353698
chr22	5163828	0.225806	15.353705
chr22	5164146	0.160377	15.353756
